"Id","TimestampUtc","Value","MeteringLineId","CreatedAt","LastUpdatedAt","Origin"
"60e2f3ae-7ff2-4dd6-a85f-05e5b32306df",2023-10-12 19:00:00.000 +0200,1.06,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.290 +0200,2023-10-14 04:21:01.290 +0200,Getec
c21e765b-1f6d-476e-8027-d40284b2563c,2023-10-12 11:15:00.000 +0200,0.34,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.242 +0200,2023-10-14 04:21:01.242 +0200,Getec
"6740cdec-7c59-4027-8fbc-0b66f73ef02d",2023-10-12 12:30:00.000 +0200,0.0960,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.251 +0200,2023-10-14 04:21:01.251 +0200,Getec
"728be1a6-d5fc-4c35-8706-1108057836f1",2023-10-12 19:45:00.000 +0200,1.3360,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.294 +0200,2023-10-14 04:21:01.294 +0200,Getec
ee15d059-0584-424a-b731-e6e813a171f7,2023-10-12 18:45:00.000 +0200,1.0120,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.288 +0200,2023-10-14 04:21:01.288 +0200,Getec
"76ae74f0-d941-40c1-a5d0-566e1c802b0e",2023-10-12 22:45:00.000 +0200,1.04,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.310 +0200,2023-10-14 04:21:01.310 +0200,Getec
"19ce1622-4c5e-47bd-ac15-98f7d2588d20",2023-10-12 04:30:00.000 +0200,0.3840,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.201 +0200,2023-10-14 04:21:01.201 +0200,Getec
"8f930755-4f83-4df5-9b1c-8c63ea60c813",2023-10-12 20:15:00.000 +0200,1.0280,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.297 +0200,2023-10-14 04:21:01.297 +0200,Getec
f553c136-e25a-4562-a641-6b7f40774fa1,2023-10-12 03:00:00.000 +0200,0.44,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.193 +0200,2023-10-14 04:21:01.193 +0200,Getec
"1d82c349-202b-4fae-9085-c4cd30e9b4c3",2023-10-12 18:15:00.000 +0200,1.6840,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.285 +0200,2023-10-14 04:21:01.285 +0200,Getec
"3e2fc07e-6ef4-4c23-a29a-fad909b33725",2023-10-12 16:00:00.000 +0200,0.1520,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.272 +0200,2023-10-14 04:21:01.272 +0200,Getec
e74a3411-4cde-445d-9e34-7ed4969d89ce,2023-10-12 06:45:00.000 +0200,0.4760,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.214 +0200,2023-10-14 04:21:01.214 +0200,Getec
b6a94d8d-c0d7-4b33-80e5-4fbe16bde07f,2023-10-12 20:45:00.000 +0200,1.0920,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.300 +0200,2023-10-14 04:21:01.300 +0200,Getec
a6aacce3-428a-4c89-99a7-e3f9d3b02e7e,2023-10-12 09:15:00.000 +0200,0.42,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.230 +0200,2023-10-14 04:21:01.230 +0200,Getec
"167ec8c6-48f3-468d-aea8-e6988a9e6fab",2023-10-12 00:30:00.000 +0200,0.6440,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.177 +0200,2023-10-14 04:21:01.177 +0200,Getec
"91fdc5e4-409b-43ef-bf14-ca1cd1cc2638",2023-10-12 07:30:00.000 +0200,0.5840,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.218 +0200,2023-10-14 04:21:01.218 +0200,Getec
"2dc41113-0f61-4201-b7c6-2a98114f772c",2023-10-12 11:30:00.000 +0200,0.14,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.244 +0200,2023-10-14 04:21:01.244 +0200,Getec
"991b77ea-50e1-45be-a147-d6877edba83f",2023-10-12 04:15:00.000 +0200,0.4160,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.200 +0200,2023-10-14 04:21:01.200 +0200,Getec
"38022c2b-2228-4654-9489-8ef11018933d",2023-10-12 23:15:00.000 +0200,0.9720,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.313 +0200,2023-10-14 04:21:01.313 +0200,Getec
"49c2c1f4-6f81-487b-bdb0-0a916b4a833f",2023-10-12 14:30:00.000 +0200,0.2960,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.263 +0200,2023-10-14 04:21:01.263 +0200,Getec
"6afa6fd6-9a58-49a7-89a9-5914fcb57eac",2023-10-12 05:15:00.000 +0200,0.3440,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.205 +0200,2023-10-14 04:21:01.205 +0200,Getec
b7cc69da-d49e-4840-a119-2025f707da29,2023-10-12 02:15:00.000 +0200,0.4360,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.188 +0200,2023-10-14 04:21:01.188 +0200,Getec
"5bf6493c-55f4-45a2-b615-e8512de867ce",2023-10-12 09:00:00.000 +0200,0.3960,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.228 +0200,2023-10-14 04:21:01.228 +0200,Getec
"0d66470a-55cb-4cd4-bf60-83cd65134035",2023-10-12 10:45:00.000 +0200,0.1320,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.238 +0200,2023-10-14 04:21:01.238 +0200,Getec
d9124f23-50c2-4486-9fed-7f40c5aca9c0,2023-10-12 17:30:00.000 +0200,1.3080,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.281 +0200,2023-10-14 04:21:01.281 +0200,Getec
"6376bd83-4cce-48f4-ac82-202c860889e6",2023-10-12 03:30:00.000 +0200,0.4360,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.196 +0200,2023-10-14 04:21:01.196 +0200,Getec
"85a34bf0-087d-4cf4-8cc3-8e649e7cf4d1",2023-10-12 04:00:00.000 +0200,0.4120,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.198 +0200,2023-10-14 04:21:01.198 +0200,Getec
"4b3d54a4-647e-4934-8fa6-475aabe6d0cf",2023-10-12 12:00:00.000 +0200,0.0640,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.247 +0200,2023-10-14 04:21:01.247 +0200,Getec
"6a126bfc-d005-46a7-9eaf-b46928f3a033",2023-10-12 00:45:00.000 +0200,0.7160,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.179 +0200,2023-10-14 04:21:01.179 +0200,Getec
"248a7115-b2e8-4185-9476-4c7d21df9ac7",2023-10-12 23:30:00.000 +0200,0.9360,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.315 +0200,2023-10-14 04:21:01.315 +0200,Getec
b519a2ec-97e4-44fd-807e-165c4c08d1e3,2023-10-12 06:15:00.000 +0200,0.4640,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.211 +0200,2023-10-14 04:21:01.211 +0200,Getec
db706b9f-6016-412e-a124-f784b3514b05,2023-10-12 14:15:00.000 +0200,0.2840,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.262 +0200,2023-10-14 04:21:01.262 +0200,Getec
f2ae6d8f-006b-428b-88bd-56b3b99db4aa,2023-10-12 21:30:00.000 +0200,0.8680,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.304 +0200,2023-10-14 04:21:01.304 +0200,Getec
f08f0e4b-6a4a-419a-95bb-095e7070cdfe,2023-10-12 01:00:00.000 +0200,1.0280,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.180 +0200,2023-10-14 04:21:01.180 +0200,Getec
"69a1f738-d0a1-4bed-b370-69defcfe8cb1",2023-10-12 23:45:00.000 +0200,0.94,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.316 +0200,2023-10-14 04:21:01.316 +0200,Getec
"16dee3cf-77d2-42b9-a425-b96eb921d030",2023-10-12 23:00:00.000 +0200,1.0160,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.312 +0200,2023-10-14 04:21:01.312 +0200,Getec
"12ec881a-eaa6-4d92-965d-d2bfba1e365c",2023-10-12 02:30:00.000 +0200,0.4480,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.190 +0200,2023-10-14 04:21:01.190 +0200,Getec
"58ae4b9d-6f4d-498d-9c3f-b417b9527e45",2023-10-12 00:00:00.000 +0200,1.1880,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.174 +0200,2023-10-14 04:21:01.174 +0200,Getec
"04e51fb7-747e-442a-830e-4690fbdfd344",2023-10-12 15:30:00.000 +0200,0.0520,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.269 +0200,2023-10-14 04:21:01.269 +0200,Getec
"9b1835b2-69f1-45b6-872c-d34050d5490b",2023-10-12 06:00:00.000 +0200,0.6680,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.210 +0200,2023-10-14 04:21:01.210 +0200,Getec
f71dcade-db18-43b4-a335-06d6febd1a5b,2023-10-12 08:30:00.000 +0200,0.4240,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.224 +0200,2023-10-14 04:21:01.224 +0200,Getec
e215d899-1fe4-4eee-a8df-36d5a07cbd78,2023-10-12 13:15:00.000 +0200,0.7080,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.255 +0200,2023-10-14 04:21:01.255 +0200,Getec
"3c5ff7f1-5a22-4ac2-9124-cd5055c98500",2023-10-12 21:00:00.000 +0200,1.3120,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.301 +0200,2023-10-14 04:21:01.301 +0200,Getec
b6895026-cc02-4848-8491-5da9a876a0b4,2023-10-12 21:15:00.000 +0200,1.36,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.302 +0200,2023-10-14 04:21:01.302 +0200,Getec
"52157aec-aa38-4948-9fa4-324dad534e11",2023-10-12 07:45:00.000 +0200,1,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.220 +0200,2023-10-14 04:21:01.220 +0200,Getec
b0df6a1b-dbd3-403b-961e-9dc6ebefbed6,2023-10-12 10:15:00.000 +0200,0.1760,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.235 +0200,2023-10-14 04:21:01.235 +0200,Getec
"964ef9c1-1ffa-4eb6-b1e0-030f33f43e3d",2023-10-12 08:45:00.000 +0200,0.40,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.226 +0200,2023-10-14 04:21:01.226 +0200,Getec
"27f8173c-8cfd-44b0-bc58-470d08c93e5e",2023-10-12 05:00:00.000 +0200,0.4040,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.204 +0200,2023-10-14 04:21:01.204 +0200,Getec
"0b2f2803-0991-41e4-87c9-ff1e2d86bf8a",2023-10-12 12:45:00.000 +0200,0.1640,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.252 +0200,2023-10-14 04:21:01.252 +0200,Getec
ac45245f-a5fe-43c7-9ad6-e9c634db0d5c,2023-10-12 10:30:00.000 +0200,0.1240,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.237 +0200,2023-10-14 04:21:01.237 +0200,Getec
"9042e9cf-7116-41d4-8f9c-76fec2928431",2023-10-12 17:00:00.000 +0200,1.1640,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.278 +0200,2023-10-14 04:21:01.278 +0200,Getec
"80290611-d711-4bb3-8afe-535356970517",2023-10-12 16:45:00.000 +0200,1.5320,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.276 +0200,2023-10-14 04:21:01.276 +0200,Getec
"7bdff6c3-7cf9-4d19-b43a-c5c36746caa8",2023-10-12 22:30:00.000 +0200,0.9840,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.309 +0200,2023-10-14 04:21:01.309 +0200,Getec
dc26eb99-5cd0-4582-8066-83fbf2878499,2023-10-12 20:30:00.000 +0200,1.1120,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.298 +0200,2023-10-14 04:21:01.298 +0200,Getec
d1ce4760-d777-4aab-8ae6-385d2bbd1885,2023-10-12 05:30:00.000 +0200,0.3560,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.207 +0200,2023-10-14 04:21:01.207 +0200,Getec
"22639e29-924f-4bc7-b8f1-548241aa5788",2023-10-12 19:30:00.000 +0200,1.28,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.293 +0200,2023-10-14 04:21:01.293 +0200,Getec
"81a83e49-71f7-4c2c-b0a7-fcc5535d6878",2023-10-12 20:00:00.000 +0200,1.0560,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.295 +0200,2023-10-14 04:21:01.295 +0200,Getec
"021ae0c9-9c89-4eb1-b661-b245cf18ea88",2023-10-12 11:45:00.000 +0200,0.1840,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.245 +0200,2023-10-14 04:21:01.245 +0200,Getec
e72d5b68-3913-46ca-8b95-a8aced18c200,2023-10-12 13:00:00.000 +0200,0.08,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.254 +0200,2023-10-14 04:21:01.254 +0200,Getec
"90f1a3a2-f86c-453e-a59c-64da74211eea",2023-10-12 15:15:00.000 +0200,0.04,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.268 +0200,2023-10-14 04:21:01.268 +0200,Getec
"0945c529-aca3-4ad1-8288-496cf2c0fb64",2023-10-12 15:00:00.000 +0200,0.1320,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.266 +0200,2023-10-14 04:21:01.266 +0200,Getec
"586f6540-16c6-435b-aa3c-163b1d138559",2023-10-12 22:15:00.000 +0200,0.98,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.308 +0200,2023-10-14 04:21:01.308 +0200,Getec
"33e24336-e4ec-47fc-a447-f9c568d4c06e",2023-10-12 02:00:00.000 +0200,0.4440,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.187 +0200,2023-10-14 04:21:01.187 +0200,Getec
"0588bd3f-e99b-48cd-a6c9-a5919e1d5ebd",2023-10-12 01:30:00.000 +0200,0.4960,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.183 +0200,2023-10-14 04:21:01.183 +0200,Getec
"8f29e4d3-669c-4649-8512-15c8b6f9f414",2023-10-12 21:45:00.000 +0200,1.1640,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.305 +0200,2023-10-14 04:21:01.305 +0200,Getec
"4b5cac95-2a79-4e0f-b1c0-7e69439724e6",2023-10-12 09:30:00.000 +0200,0.3920,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.231 +0200,2023-10-14 04:21:01.231 +0200,Getec
"6aa6f1b0-e232-4c69-a710-f8b9b456b0fa",2023-10-12 01:45:00.000 +0200,0.4160,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.185 +0200,2023-10-14 04:21:01.185 +0200,Getec
adfa2108-2aa0-4b7f-93db-299589b594b3,2023-10-12 03:45:00.000 +0200,0.4080,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.197 +0200,2023-10-14 04:21:01.197 +0200,Getec
"4bd44266-e0b7-4b9a-b1f6-b8aec1fb4ab0",2023-10-12 15:45:00.000 +0200,0.0680,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.271 +0200,2023-10-14 04:21:01.271 +0200,Getec
"79fe6a4b-5f4a-4fdd-96ef-97d9124e584a",2023-10-12 00:15:00.000 +0200,1.1680,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.175 +0200,2023-10-14 04:21:01.175 +0200,Getec
f6cc8ac6-f01a-4490-aedc-5d97db54b4f3,2023-10-12 14:45:00.000 +0200,0.1560,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.265 +0200,2023-10-14 04:21:01.265 +0200,Getec
"0a2563af-fb3c-4d76-84fa-ede1362b520c",2023-10-12 11:00:00.000 +0200,0.5680,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.240 +0200,2023-10-14 04:21:01.240 +0200,Getec
"501b6a71-2df7-495c-b980-8774a7ce3c78",2023-10-12 08:15:00.000 +0200,0.5240,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.223 +0200,2023-10-14 04:21:01.223 +0200,Getec
"04983124-0f8f-44e2-a2c8-1b23f8d87cc1",2023-10-12 07:15:00.000 +0200,0.4040,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.217 +0200,2023-10-14 04:21:01.217 +0200,Getec
"2f9f2e7a-4e4e-47c0-ab97-9e5c629b5f63",2023-10-12 14:00:00.000 +0200,0.06,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.260 +0200,2023-10-14 04:21:01.260 +0200,Getec
"76443876-5380-408b-84c3-450f1845011c",2023-10-12 05:45:00.000 +0200,0.5120,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-14 04:21:01.208 +0200,2023-10-14 04:21:01.208 +0200,Getec
bde68466-564b-4d3f-b759-bac1adc670de,2023-10-13 08:30:00.000 +0200,0.3040,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.904 +0200,2023-10-15 04:13:36.904 +0200,Getec
"63720737-5422-4757-ab81-6ab195097498",2023-10-13 03:30:00.000 +0200,0.8360,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.878 +0200,2023-10-15 04:13:36.877 +0200,Getec
"5425ff79-4b3f-44f0-959c-d792739526c2",2023-10-13 13:00:00.000 +0200,0.1320,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.931 +0200,2023-10-15 04:13:36.931 +0200,Getec
"106724ee-f446-4eac-91c2-452cff2e4e06",2023-10-13 16:30:00.000 +0200,0.0520,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.952 +0200,2023-10-15 04:13:36.952 +0200,Getec
"4e83fa0e-b93f-4255-a665-806e4060e56f",2023-10-13 02:15:00.000 +0200,0.92,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.870 +0200,2023-10-15 04:13:36.870 +0200,Getec
"1573cf32-611c-4532-872a-11a8c017c94b",2023-10-13 09:30:00.000 +0200,0.2360,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.910 +0200,2023-10-15 04:13:36.910 +0200,Getec
b3555b2e-d69e-4349-ac9b-ae36ffa02278,2023-10-13 00:45:00.000 +0200,0.9280,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.859 +0200,2023-10-15 04:13:36.859 +0200,Getec
"2f694387-3c02-4243-96e3-42e711132c4a",2023-10-13 12:15:00.000 +0200,0.0480,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.927 +0200,2023-10-15 04:13:36.927 +0200,Getec
"8699df93-02bf-42fb-8799-031b2074ff10",2023-10-13 05:00:00.000 +0200,0.4440,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.885 +0200,2023-10-15 04:13:36.885 +0200,Getec
"3c091954-4945-463a-a785-a18df9ec10bb",2023-10-13 16:15:00.000 +0200,0.06,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.950 +0200,2023-10-15 04:13:36.950 +0200,Getec
"56d301d4-50b4-4d87-a346-cb2b999af082",2023-10-13 12:00:00.000 +0200,0.12,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.926 +0200,2023-10-15 04:13:36.926 +0200,Getec
"32f42e50-3bd1-4828-bb7c-66d9c0bc43d0",2023-10-13 23:45:00.000 +0200,0.3320,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.997 +0200,2023-10-15 04:13:36.997 +0200,Getec
bb1931a9-df3b-4a9c-8e6a-25dfaa576631,2023-10-13 19:00:00.000 +0200,0.96,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.966 +0200,2023-10-15 04:13:36.966 +0200,Getec
"74cf5281-de39-41fb-89b1-75928bbd6915",2023-10-13 23:30:00.000 +0200,0.40,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.995 +0200,2023-10-15 04:13:36.995 +0200,Getec
"24df68dc-10db-46cc-bc8c-0843959faaa2",2023-10-13 19:15:00.000 +0200,1.2560,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.968 +0200,2023-10-15 04:13:36.968 +0200,Getec
"5a62848c-9b68-44c4-8234-46ea862c9029",2023-10-13 11:30:00.000 +0200,0.2160,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.923 +0200,2023-10-15 04:13:36.923 +0200,Getec
f8eb84cd-9b09-438b-9bf3-3be9c5346438,2023-10-13 13:15:00.000 +0200,0.0480,"73d5a2af-76bf-478a-8e99-d6f5615b3d83",2023-10-15 04:13:36.932 +0200,2023-10-15 04:13:36.932 +0200,Getec
